Date,Country,City,Specie,count,min,max,median,variance,IAQI_CO,IAQI_SO2,IAQI_NO2,IAQI_O3,IAQI_PM25,IAQI_PM10
2022/7/21,CN,Lanzhou,pm10,60,8,156,41,8668.09,342,41,52,21,58,41
2022/7/21,CN,Lanzhou,pm25,64,13,154,68,8355.07,0,59,85,34,92,59
2022/7/21,CN,Lanzhou,precipitation,6,0.5,1.7,1.4,3.12,35,2,2,1,2,2
2022/7/21,CN,Lanzhou,pressure,72,1014,1025,1017,150.4,0,228,0,0,0,0
2022/7/21,CN,Lanzhou,so2,50,1.6,11.7,3.1,49.4,78,4,4,2,5,4
2022/7/21,CN,Lanzhou,temperature,72,10,21,15,151.67,155,15,19,8,22,15
2022/7/21,CN,Lanzhou,windspeed,72,0.5,7.7,3.6,47.41,90,4,5,2,6,4
2022/7/22,CN,Lanzhou,co,45,1,10,4.6,47.97,103,5,6,3,7,5
2022/7/22,CN,Lanzhou,dew,62,8,14,10,32.29,130,10,13,5,15,10
2022/7/22,CN,Lanzhou,humidity,72,43,100,82,5234.35,0,66,101,41,109,66
2022/7/22,CN,Lanzhou,no2,54,2.8,21.5,6,210.7,110,6,8,3,9,6
2022/7/22,CN,Lanzhou,o3,54,18.7,80.6,40.3,4005.82,336,41,51,21,57,41
2022/7/22,CN,Lanzhou,pm10,33,9,40,24,435.7,200,24,30,12,35,24
2022/7/22,CN,Lanzhou,pm25,54,30,134,63,4579.32,0,57,79,32,85,57
2022/7/22,CN,Lanzhou,precipitation,10,0.4,99.6,1.7,25743.7,43,2,3,1,3,2
2022/7/22,CN,Lanzhou,pressure,72,1017,1024,1021,63.36,0,228,0,0,0,0
2022/7/22,CN,Lanzhou,so2,44,2.1,7.1,3.1,15.81,78,4,4,2,5,4
2022/7/22,CN,Lanzhou,temperature,72,8,22,15,278.59,155,15,19,8,22,15
2022/7/22,CN,Lanzhou,windspeed,72,0.5,3.6,1.5,8.79,38,2,2,1,3,2
2022/7/23,CN,Lanzhou,co,64,1.9,14.5,5.5,68.33,108,6,7,3,8,6
2022/7/23,CN,Lanzhou,dew,72,8,13,12,19.42,140,12,15,6,18,12
2022/7/23,CN,Lanzhou,humidity,72,30,100,56,5901.11,467,53,70,28,77,53
2022/7/23,CN,Lanzhou,no2,72,3.2,31.1,14.2,563.12,151,15,18,8,21,15
2022/7/23,CN,Lanzhou,o3,72,0.9,111.1,34.6,9844.28,289,35,44,18,50,35
2022/7/23,CN,Lanzhou,pm10,72,22,55,37,562.96,309,37,47,19,53,37
2022/7/23,CN,Lanzhou,pm25,72,25,102,63,3338.75,0,57,79,32,85,57
2022/7/23,CN,Lanzhou,pressure,72,1013,1018,1016,23.08,0,227,0,0,0,0
2022/7/23,CN,Lanzhou,so2,59,2.6,17.3,4.1,182.27,101,5,6,3,6,5
2022/7/23,CN,Lanzhou,temperature,72,12,28,21,307.87,185,21,27,11,30,21
2022/7/23,CN,Lanzhou,windspeed,72,0.5,4.6,1.5,9.52,38,2,2,1,3,2
2022/7/24,CN,Lanzhou,co,57,1,10,5.5,46.7,108,6,7,3,8,6
2022/7/24,CN,Lanzhou,dew,66,9,15.4,13,42.46,145,13,17,7,19,13
2022/7/24,CN,Lanzhou,humidity,69,39,85.3,60,1170.68,0,55,75,30,82,55
2022/7/24,CN,Lanzhou,no2,72,2.8,32.5,9.2,630.35,126,10,12,5,14,10
2022/7/24,CN,Lanzhou,o3,72,0.9,137.1,40.3,11499.7,336,41,51,21,57,41
2022/7/24,CN,Lanzhou,pm10,72,18,58,37,828.72,309,37,47,19,53,37
2022/7/24,CN,Lanzhou,pm25,72,25,122,63,6042.46,0,57,79,32,85,57
2022/7/24,CN,Lanzhou,precipitation,4,2.5,2.5,2.5,0,63,3,4,2,4,3
2022/7/24,CN,Lanzhou,pressure,69,805.8,1015,1013,34347.7,0,227,0,0,0,0
2022/7/24,CN,Lanzhou,so2,59,2.6,50.3,4.6,1399.59,103,5,6,3,7,5
2022/7/24,CN,Lanzhou,temperature,69,15,28,21,149.16,185,21,27,11,30,21
2022/7/24,CN,Lanzhou,windspeed,69,0.5,10.8,2,45.26,50,2,3,1,3,2
2022/7/25,CN,Lanzhou,co,70,1,11.8,6.4,68.47,112,7,8,4,10,7
2022/7/25,CN,Lanzhou,dew,69,10,15,12,21.71,140,12,15,6,18,12
2022/7/25,CN,Lanzhou,humidity,72,28,93,56,5461.69,467,53,70,28,77,53
2022/7/25,CN,Lanzhou,no2,72,2.8,25.6,10.6,317.56,133,11,14,6,16,11
2022/7/25,CN,Lanzhou,o3,72,4.1,96.2,33.8,7393,282,34,43,17,49,34
2022/7/25,CN,Lanzhou,pm10,72,20,51,31,287.87,259,31,39,16,45,31
2022/7/25,CN,Lanzhou,pm25,71,13,119,61,4078.91,0,56,77,31,83,56
2022/7/25,CN,Lanzhou,precipitation,8,2.5,99.1,2.5,26661.6,63,3,4,2,4,3
2022/7/25,CN,Lanzhou,pressure,72,1009,1015,1013,41.62,0,227,0,0,0,0
2022/7/25,CN,Lanzhou,so2,67,2.6,19.3,4.1,132.42,101,5,6,3,6,5
2022/7/25,CN,Lanzhou,temperature,72,14,31,21,384.51,185,21,27,11,30,21
2022/7/25,CN,Lanzhou,windspeed,72,0.5,3.6,2.5,7.61,63,3,4,2,4,3
2022/7/26,CN,Lanzhou,co,63,1,10.9,2.8,56.32,70,3,4,2,4,3
2022/7/26,CN,Lanzhou,dew,65,5,15,8,110.14,120,8,10,4,12,8
2022/7/26,CN,Lanzhou,humidity,72,28,87,35,4063.94,292,35,44,18,50,35
2022/7/26,CN,Lanzhou,no2,71,1.9,17.4,4.2,114.99,101,5,6,3,6,5
2022/7/26,CN,Lanzhou,o3,72,8.2,54.5,44.3,1803.45,370,45,56,23,62,45
2022/7/26,CN,Lanzhou,pm10,70,20,146,55,16605.8,459,53,69,28,75,53
2022/7/26,CN,Lanzhou,pm25,72,34,159,78,14361.3,0,64,98,39,104,64
2022/7/26,CN,Lanzhou,precipitation,4,99.7,99.8,99.7,0.03,0,75,110,50,131,75
2022/7/26,CN,Lanzhou,pressure,72,1012,1019,1015,47.73,0,227,0,0,0,0
2022/7/26,CN,Lanzhou,so2,61,2.1,5.6,3.6,5.71,90,4,5,2,6,4
2022/7/26,CN,Lanzhou,temperature,72,16,28,21,123.1,185,21,27,11,30,21
2022/7/26,CN,Lanzhou,wind-gust,9,8.7,13.8,10.8,49.28,134,11,14,6,16,11
2022/7/26,CN,Lanzhou,windspeed,72,1.5,8.7,4.6,46.3,103,5,6,3,7,5
2022/7/27,CN,Lanzhou,co,50,1,8.2,4.6,42.65,103,5,6,3,7,5
2022/7/27,CN,Lanzhou,dew,71,2,14,12,143.1,140,12,15,6,18,12
2022/7/27,CN,Lanzhou,humidity,72,22,100,68,8406.76,0,59,85,34,92,59
2022/7/27,CN,Lanzhou,no2,71,1.9,21.1,4.2,154.26,101,5,6,3,6,5
2022/7/27,CN,Lanzhou,o3,71,12.6,79.3,43.9,1859.55,366,44,55,22,62,44
2022/7/27,CN,Lanzhou,pm10,66,9,61,27,1022.48,225,27,34,14,39,27
2022/7/27,CN,Lanzhou,pm25,70,21,97,57,3268.33,475,54,72,29,78,54
2022/7/27,CN,Lanzhou,precipitation,16,0.4,99.8,0.5,26057.4,13,1,1,1,1,1
2022/7/27,CN,Lanzhou,pressure,72,1017,1021,1019,9.01,0,228,0,0,0,0
2022/7/27,CN,Lanzhou,so2,60,2.1,5.6,2.6,3.95,65,3,4,2,4,3
2022/7/27,CN,Lanzhou,temperature,72,13,26,18,226.74,170,18,23,9,26,18
2022/7/27,CN,Lanzhou,windspeed,72,0.5,4.6,1.5,10.23,38,2,2,1,3,2
2022/7/28,CN,Lanzhou,co,66,1,17.2,5.5,87.72,108,6,7,3,8,6
2022/7/28,CN,Lanzhou,dew,72,4,13,9,64.63,125,9,12,5,13,9
2022/7/28,CN,Lanzhou,humidity,72,20,93,52,5962.75,434,51,65,26,72,51
2022/7/28,CN,Lanzhou,no2,72,3.2,30.7,12.4,730.57,142,13,16,7,18,13
2022/7/28,CN,Lanzhou,o3,72,0.9,120.6,40.7,14725.2,340,41,51,21,58,41
2022/7/28,CN,Lanzhou,pm10,72,20,89,43,1546.41,359,43,54,22,60,43
2022/7/28,CN,Lanzhou,pm25,72,34,95,74,1647.37,0,62,93,37,99,62
2022/7/28,CN,Lanzhou,pressure,72,1013,1019,1017,29.42,0,228,0,0,0,0
2022/7/28,CN,Lanzhou,so2,64,2.1,39.6,6.6,773.62,113,7,9,4,10,7
2022/7/28,CN,Lanzhou,temperature,72,13,29,19,283.1,175,19,24,10,28,19
2022/7/28,CN,Lanzhou,wind-gust,3,21.6,21.6,21.6,0,188,22,27,11,31,22
2022/7/28,CN,Lanzhou,windspeed,72,0.5,13.8,2.5,65.41,63,3,4,2,4,3
2022/7/29,CN,Lanzhou,co,68,1.9,19,4.6,137.06,103,5,6,3,7,5
2022/7/29,CN,Lanzhou,dew,63,4,12,9,70.23,125,9,12,5,13,9
2022/7/29,CN,Lanzhou,humidity,72,19,87,49,6047.04,409,49,62,25,68,49
2022/7/29,CN,Lanzhou,no2,72,2.8,20.2,9.2,217.53,126,10,12,5,14,10
2022/7/29,CN,Lanzhou,o3,71,11,112.6,44.7,9114.76,373,45,56,23,63,45
2022/7/29,CN,Lanzhou,pm10,70,20,54,34,690.91,284,34,43,17,49,34
2022/7/29,CN,Lanzhou,pm25,72,17,97,63,3291.64,0,57,79,32,85,57
2022/7/29,CN,Lanzhou,pressure,72,1012,1017,1016,34.01,0,227,0,0,0,0
2022/7/29,CN,Lanzhou,so2,68,2.6,21.8,4.1,160.72,101,5,6,3,6,5
2022/7/29,CN,Lanzhou,temperature,72,13,30,20,403.08,180,20,25,10,29,20
2022/7/29,CN,Lanzhou,windspeed,72,0.5,3.6,1.5,6.91,38,2,2,1,3,2
2022/7/30,CN,Lanzhou,co,62,1,8.2,4.6,39.76,103,5,6,3,7,5
2022/7/30,CN,Lanzhou,dew,60,8,14,11,34.07,135,11,14,6,16,11
2022/7/30,CN,Lanzhou,humidity,72,28,82,42,3485.84,350,42,53,21,59,42
2022/7/30,CN,Lanzhou,no2,71,1.9,19.2,5.5,130.55,108,6,7,3,8,6
2022/7/30,CN,Lanzhou,o3,72,12.6,72.7,36.6,2753.94,305,37,46,19,52,37
2022/7/30,CN,Lanzhou,pm10,72,20,53,32,509.3,267,32,40,16,46,32
2022/7/30,CN,Lanzhou,pm25,72,21,91,57,3566.28,475,54,72,29,78,54
2022/7/30,CN,Lanzhou,pressure,72,1010,1013,1013,11.55,0,227,0,0,0,0
2022/7/30,CN,Lanzhou,so2,70,2.1,35,3.6,181.6,90,4,5,2,6,4
2022/7/30,CN,Lanzhou,temperature,72,14,31,24,347.89,200,24,30,12,35,24
2022/7/30,CN,Lanzhou,windspeed,72,1.5,6.6,2.5,16.07,63,3,4,2,4,3
2022/7/31,CN,Lanzhou,co,70,1,10,4.6,43.94,103,5,6,3,7,5
2022/7/31,CN,Lanzhou,dew,66,8,17,12,79.07,140,12,15,6,18,12
2022/7/31,CN,Lanzhou,humidity,72,25,82,46,3151.53,384,46,58,23,64,46
2022/7/31,CN,Lanzhou,no2,71,1.4,14.2,4.6,90.95,103,5,6,3,7,5
2022/7/31,CN,Lanzhou,o3,72,18.3,78,44.7,1792.31,373,45,56,23,63,45
2022/7/31,CN,Lanzhou,pm10,72,23,54,33,495.56,275,33,42,17,48,33
2022/7/31,CN,Lanzhou,pm25,72,25,91,63,2636.4,0,57,79,32,85,57
2022/7/31,CN,Lanzhou,pressure,72,1007,1014,1012,52.32,0,227,0,0,0,0
2022/7/31,CN,Lanzhou,so2,64,2.1,51.7,3.1,1077.28,78,4,4,2,5,4
2022/7/31,CN,Lanzhou,temperature,72,19,32,24,194.37,200,24,30,12,35,24
2022/7/31,CN,Lanzhou,windspeed,72,0.5,6.6,2.5,38.83,63,3,4,2,4,3
2022/8/1,CN,Lanzhou,co,58,1,10.9,4.6,72.56,103,5,6,3,7,5
2022/8/1,CN,Lanzhou,dew,63,14,20,16,22.81,160,16,20,8,23,16
2022/8/1,CN,Lanzhou,humidity,66,48,100,68,3284.58,0,59,85,34,92,59
2022/8/1,CN,Lanzhou,no2,72,1.9,15.6,5.1,109.65,106,6,7,3,8,6
2022/8/1,CN,Lanzhou,o3,72,20.8,85.1,37.8,1187.85,315,38,48,19,54,38
2022/8/1,CN,Lanzhou,pm10,61,13,45,25,496.15,209,25,32,13,36,25
2022/8/1,CN,Lanzhou,pm25,72,30,91,59,2809.39,492,55,74,30,80,55
2022/8/1,CN,Lanzhou,pressure,66,1010,1013,1012,8.24,0,227,0,0,0,0
2022/8/1,CN,Lanzhou,so2,62,2.1,15.2,3.6,52.12,90,4,5,2,6,4
2022/8/1,CN,Lanzhou,temperature,66,17,28,23,89.22,195,23,29,12,33,23
2022/8/1,CN,Lanzhou,windspeed,66,0.5,6.6,2.5,20.47,63,3,4,2,4,3
2022/8/2,CN,Lanzhou,co,66,1,15.4,6.4,92.03,112,7,8,4,10,7
2022/8/2,CN,Lanzhou,dew,54,15,19,17,13.58,165,17,22,9,25,17
2022/8/2,CN,Lanzhou,humidity,72,47,100,73,3335.48,0,62,92,37,98,62
2022/8/2,CN,Lanzhou,no2,72,2.8,20.6,7.4,158.39,117,8,10,4,11,8
2022/8/2,CN,Lanzhou,o3,72,10.6,68.8,33.8,2517.21,282,34,43,17,49,34
2022/8/2,CN,Lanzhou,pm10,70,23,41,30,231.64,250,30,38,15,43,30
2022/8/2,CN,Lanzhou,pm25,72,25,104,70,2845.85,0,60,88,35,94,60
2022/8/2,CN,Lanzhou,pressure,72,1011,1014,1013,9.14,0,227,0,0,0,0
2022/8/2,CN,Lanzhou,so2,60,2.1,6.1,3.1,8.18,78,4,4,2,5,4
2022/8/2,CN,Lanzhou,temperature,72,17,27,22,101.34,190,22,28,11,32,22
2022/8/2,CN,Lanzhou,windspeed,72,0.5,3.6,1.5,7.21,38,2,2,1,3,2
2022/8/3,CN,Lanzhou,co,52,1,8.2,3.7,50.78,93,4,5,2,6,4
2022/8/3,CN,Lanzhou,dew,60,14,18,17,10.58,165,17,22,9,25,17
2022/8/3,CN,Lanzhou,humidity,72,42,88,64,1800.83,0,57,80,32,87,57
2022/8/3,CN,Lanzhou,no2,67,1.9,13.3,4.6,54.68,103,5,6,3,7,5
2022/8/3,CN,Lanzhou,o3,68,23.2,56.5,36.6,750.7,305,37,46,19,52,37
2022/8/3,CN,Lanzhou,pm10,67,20,40,30,222.3,250,30,38,15,43,30
2022/8/3,CN,Lanzhou,pm25,68,21,93,61,2535.92,0,56,77,31,83,56
2022/8/3,CN,Lanzhou,pressure,72,1013,1016,1014,10.92,0,227,0,0,0,0
2022/8/3,CN,Lanzhou,so2,35,2.1,4.6,2.6,3.58,65,3,4,2,4,3
2022/8/3,CN,Lanzhou,temperature,72,19,28,23,77.59,195,23,29,12,33,23
2022/8/3,CN,Lanzhou,windspeed,72,0.5,4.6,1.5,12.04,38,2,2,1,3,2
2022/8/4,CN,Lanzhou,co,59,1,10,5.5,71.9,108,6,7,3,8,6
2022/8/4,CN,Lanzhou,dew,57,17,20,18,7.56,170,18,23,9,26,18
2022/8/4,CN,Lanzhou,humidity,72,51,100,78,2252.1,0,64,98,39,104,64
2022/8/4,CN,Lanzhou,no2,72,2.3,14.7,8.3,117.57,122,9,11,5,12,9
2022/8/4,CN,Lanzhou,o3,72,12.6,48.4,29.7,952.14,248,30,38,15,43,30
2022/8/4,CN,Lanzhou,pm10,72,15,39,27,293.61,225,27,34,14,39,27
2022/8/4,CN,Lanzhou,pm25,72,13,89,53,3515.16,442,52,67,27,73,52
2022/8/4,CN,Lanzhou,pressure,72,1016,1018,1017,6.13,0,228,0,0,0,0
2022/8/4,CN,Lanzhou,so2,71,2.6,13.2,4.1,42.16,101,5,6,3,6,5
2022/8/4,CN,Lanzhou,temperature,72,19,28,21,63.94,185,21,27,11,30,21
2022/8/4,CN,Lanzhou,windspeed,72,0.5,6.6,2.5,27.1,63,3,4,2,4,3
2022/8/5,CN,Lanzhou,co,67,1.9,10.9,6.4,50.16,112,7,8,4,10,7
2022/8/5,CN,Lanzhou,dew,69,16,20,19,13.01,175,19,24,10,28,19
2022/8/5,CN,Lanzhou,humidity,72,45,100,78,4315.7,0,64,98,39,104,64
2022/8/5,CN,Lanzhou,no2,72,3.2,39.4,12.4,438.59,142,13,16,7,18,13
2022/8/5,CN,Lanzhou,o3,72,4.9,103.1,23.6,9026.08,198,24,30,12,34,24
2022/8/5,CN,Lanzhou,pm10,66,20,66,32,1037.3,267,32,40,16,46,32
2022/8/5,CN,Lanzhou,pm25,69,25,95,65,2631.26,0,58,82,33,88,58
2022/8/5,CN,Lanzhou,pressure,72,1013,1018,1016,27.45,0,227,0,0,0,0
2022/8/5,CN,Lanzhou,so2,71,2.6,24.9,4.1,170.93,101,5,6,3,6,5
2022/8/5,CN,Lanzhou,temperature,72,18,29,23,157.02,195,23,29,12,33,23
2022/8/5,CN,Lanzhou,windspeed,66,0.5,2.5,1.5,5.81,38,2,2,1,3,2
2022/8/6,CN,Lanzhou,co,58,1.9,9.1,4.6,34.05,103,5,6,3,7,5
2022/8/6,CN,Lanzhou,dew,48,14,19,17,27.73,165,17,22,9,25,17
2022/8/6,CN,Lanzhou,humidity,72,38,100,51,4517.31,425,51,64,26,70,51
2022/8/6,CN,Lanzhou,no2,71,2.3,32.5,6.9,542.26,115,7,9,4,10,7
2022/8/6,CN,Lanzhou,o3,72,4.1,165.5,43.9,8566.79,366,44,55,22,62,44
2022/8/6,CN,Lanzhou,pm10,68,13,70,31,2523.43,259,31,39,16,45,31
2022/8/6,CN,Lanzhou,pm25,60,17,97,55,3618.77,459,53,69,28,75,53
2022/8/6,CN,Lanzhou,pressure,72,1010,1014,1013,15.19,0,227,0,0,0,0
2022/8/6,CN,Lanzhou,so2,55,2.1,8.2,3.6,15.39,90,4,5,2,6,4
2022/8/6,CN,Lanzhou,temperature,72,19,32,26,189.23,217,26,33,13,38,26
2022/8/6,CN,Lanzhou,windspeed,72,0.5,6.6,1.5,30.67,38,2,2,1,3,2
2022/8/7,CN,Lanzhou,co,57,1.9,9.1,4.6,33.41,103,5,6,3,7,5
2022/8/7,CN,Lanzhou,dew,66,11,18,16,35.94,160,16,20,8,23,16
2022/8/7,CN,Lanzhou,humidity,72,40,73,53,1105.56,442,52,67,27,73,52
2022/8/7,CN,Lanzhou,no2,70,2.3,12.4,6,58.27,110,6,8,3,9,6
2022/8/7,CN,Lanzhou,o3,70,16.3,55.8,39,1251.04,325,39,49,20,55,39
2022/8/7,CN,Lanzhou,pm10,68,25,97,33,3220.43,275,33,42,17,48,33
2022/8/7,CN,Lanzhou,pm25,69,21,107,70,3379.34,0,60,88,35,94,60
2022/8/7,CN,Lanzhou,pressure,72,1012,1015,1014,9.56,0,227,0,0,0,0
2022/8/7,CN,Lanzhou,so2,64,2.1,5.6,3.1,8.56,78,4,4,2,5,4
2022/8/7,CN,Lanzhou,temperature,72,22,31,25,87.31,209,25,32,13,36,25
2022/8/7,CN,Lanzhou,windspeed,72,0.5,6.6,2.5,21.45,63,3,4,2,4,3
2022/8/8,CN,Lanzhou,co,61,1.9,8.2,4.6,22.42,103,5,6,3,7,5
2022/8/8,CN,Lanzhou,dew,66,11,16,15,24.17,155,15,19,8,22,15
2022/8/8,CN,Lanzhou,humidity,72,37,72,56,912.61,467,53,70,28,77,53
2022/8/8,CN,Lanzhou,no2,72,2.3,18.3,6.4,115.76,112,7,8,4,10,7
2022/8/8,CN,Lanzhou,o3,72,13.5,68.8,40.3,1315.64,336,41,51,21,57,41
2022/8/8,CN,Lanzhou,pm10,70,20,71,33,2226.5,275,33,42,17,48,33
2022/8/8,CN,Lanzhou,pm25,72,30,104,70,3011.76,0,60,88,35,94,60
2022/8/8,CN,Lanzhou,pressure,72,1012,1016,1014,15.19,0,227,0,0,0,0
2022/8/8,CN,Lanzhou,so2,64,2.1,16.8,3.6,73.08,90,4,5,2,6,4
2022/8/8,CN,Lanzhou,temperature,72,19,30,23,114.08,195,23,29,12,33,23
2022/8/8,CN,Lanzhou,windspeed,72,0.5,7.7,2.5,38.26,63,3,4,2,4,3
2022/8/9,CN,Lanzhou,co,59,2.8,9.1,5.5,28.77,108,6,7,3,8,6
2022/8/9,CN,Lanzhou,dew,45,15,18,17,8.82,165,17,22,9,25,17
2022/8/9,CN,Lanzhou,humidity,72,40,93,65,2702.1,0,58,82,33,88,58
2022/8/9,CN,Lanzhou,no2,71,2.3,26.1,7.4,351.89,117,8,10,4,11,8
2022/8/9,CN,Lanzhou,o3,72,21.6,74.7,41.5,2233.45,346,42,52,21,59,42
2022/8/9,CN,Lanzhou,pm10,72,29,69,44,755.86,367,44,55,22,62,44
2022/8/9,CN,Lanzhou,pm25,72,38,124,78,2634.62,0,64,98,39,104,64
2022/8/9,CN,Lanzhou,pressure,72,1011,1016,1014,26.18,0,227,0,0,0,0
2022/8/9,CN,Lanzhou,so2,67,2.6,26.9,6.1,267.46,111,7,8,4,9,7
2022/8/9,CN,Lanzhou,temperature,72,18,30,24,142.18,200,24,30,12,35,24
2022/8/9,CN,Lanzhou,windspeed,72,0.5,6.6,1.5,25.5,38,2,2,1,3,2
2022/8/10,CN,Lanzhou,co,52,1.9,10.9,4.6,45.65,103,5,6,3,7,5
2022/8/10,CN,Lanzhou,dew,33,17,19,18,3.41,170,18,23,9,26,18
2022/8/10,CN,Lanzhou,humidity,72,57,83,73,624.22,0,62,92,37,98,62
2022/8/10,CN,Lanzhou,no2,71,2.8,14.7,6,50.03,110,6,8,3,9,6
2022/8/10,CN,Lanzhou,o3,70,22.4,56.5,37.4,604.41,312,38,47,19,53,38
2022/8/10,CN,Lanzhou,pm10,70,22,70,35,836.78,292,35,44,18,50,35
2022/8/10,CN,Lanzhou,pm25,70,46,99,72,1396.53,0,61,90,36,97,61
2022/8/10,CN,Lanzhou,pressure,72,1012,1015,1013,5.85,0,227,0,0,0,0
2022/8/10,CN,Lanzhou,so2,66,2.6,67,4.1,613.11,101,5,6,3,6,5
2022/8/10,CN,Lanzhou,temperature,72,21,27,23,26.04,195,23,29,12,33,23
2022/8/10,CN,Lanzhou,windspeed,72,1.5,5.6,3.6,17.41,90,4,5,2,6,4
2022/8/11,CN,Lanzhou,co,59,1,10.9,5.5,57.9,108,6,7,3,8,6
2022/8/11,CN,Lanzhou,dew,48,16,20,18,14.68,170,18,23,9,26,18
2022/8/11,CN,Lanzhou,humidity,72,40,100,57,4824.23,475,54,72,29,78,54
2022/8/11,CN,Lanzhou,no2,72,3.7,19.7,8.3,130.32,122,9,11,5,12,9
2022/8/11,CN,Lanzhou,o3,72,7.4,78.6,35.8,2755.47,299,36,45,18,51,36
2022/8/11,CN,Lanzhou,pm10,70,19,53,33,440.62,275,33,42,17,48,33
2022/8/11,CN,Lanzhou,pm25,71,30,119,68,2765.77,0,59,85,34,92,59
2022/8/11,CN,Lanzhou,pressure,72,1010,1015,1013,20.97,0,227,0,0,0,0
2022/8/11,CN,Lanzhou,so2,50,2.1,10.2,3.6,47.96,90,4,5,2,6,4
2022/8/11,CN,Lanzhou,temperature,72,20,32,26,198.15,217,26,33,13,38,26
2022/8/11,CN,Lanzhou,windspeed,69,0.5,4.6,1.5,8.21,38,2,2,1,3,2
2022/8/12,CN,Lanzhou,co,60,1,9.1,4.6,47.03,103,5,6,3,7,5
2022/8/12,CN,Lanzhou,dew,42,16,18,17,4.65,165,17,22,9,25,17
2022/8/12,CN,Lanzhou,humidity,72,40,82,61,1472.89,0,56,77,31,83,56
2022/8/12,CN,Lanzhou,no2,72,3.2,22.4,6.9,223.23,115,7,9,4,10,7
2022/8/12,CN,Lanzhou,o3,72,17.1,76.7,35.4,2199.24,295,36,45,18,51,36
2022/8/12,CN,Lanzhou,pm10,72,17,65,35,963.42,292,35,44,18,50,35
2022/8/12,CN,Lanzhou,pm25,72,38,107,65,1873.49,0,58,82,33,88,58
2022/8/12,CN,Lanzhou,pressure,72,1010,1013,1012,14.08,0,227,0,0,0,0
2022/8/12,CN,Lanzhou,so2,49,1.6,11.2,3.1,22.49,78,4,4,2,5,4
2022/8/12,CN,Lanzhou,temperature,72,20,31,25,108.38,209,25,32,13,36,25
2022/8/12,CN,Lanzhou,windspeed,72,0.5,3.6,1.5,8.12,38,2,2,1,3,2
2022/8/13,CN,Lanzhou,co,62,1,10.9,4.6,95.63,103,5,6,3,7,5
2022/8/13,CN,Lanzhou,dew,57,17,18,17,2.54,165,17,22,9,25,17
2022/8/13,CN,Lanzhou,humidity,72,40,88,61,1890.83,0,56,77,31,83,56
2022/8/13,CN,Lanzhou,no2,72,3.7,21.5,7.4,143.76,117,8,10,4,11,8
2022/8/13,CN,Lanzhou,o3,72,13.9,104.1,35,5975.84,292,35,44,18,50,35
2022/8/13,CN,Lanzhou,pm10,67,21,85,36,1244.07,300,36,45,18,52,36
2022/8/13,CN,Lanzhou,pm25,72,34,109,68,1832.72,0,59,85,34,92,59
2022/8/13,CN,Lanzhou,pressure,72,1008,1015,1010,26.2,0,227,0,0,0,0
2022/8/13,CN,Lanzhou,so2,61,1.6,13.7,2.6,30.19,65,3,4,2,4,3
2022/8/13,CN,Lanzhou,temperature,72,20,32,25,121.25,209,25,32,13,36,25
2022/8/13,CN,Lanzhou,wind-gust,3,10.8,10.8,10.8,0,134,11,14,6,16,11
2022/8/13,CN,Lanzhou,windspeed,72,0.5,7.7,1.5,44.99,38,2,2,1,3,2
2022/8/14,CN,Lanzhou,co,52,1,10.9,3.7,73.71,93,4,5,2,6,4
2022/8/14,CN,Lanzhou,dew,72,12,16,15,19.42,155,15,19,8,22,15
2022/8/14,CN,Lanzhou,humidity,72,60,93,77,655.49,0,64,97,39,103,64
2022/8/14,CN,Lanzhou,no2,71,2.3,19.7,7.8,229.63,119,8,10,4,12,8
2022/8/14,CN,Lanzhou,o3,71,19.9,40.7,31.3,241.22,261,32,40,16,45,32
2022/8/14,CN,Lanzhou,pm10,67,14,57,32,806.35,267,32,40,16,46,32
2022/8/14,CN,Lanzhou,pm25,71,5,93,61,2995.39,0,56,77,31,83,56
2022/8/14,CN,Lanzhou,pressure,72,1015,1022,1020,56.04,0,228,0,0,0,0
2022/8/14,CN,Lanzhou,so2,49,1.6,8.2,2.6,17.36,65,3,4,2,4,3
2022/8/14,CN,Lanzhou,temperature,72,17,21,18,19.37,170,18,23,9,26,18
2022/8/14,CN,Lanzhou,windspeed,72,0.5,5.6,2.5,25.41,63,3,4,2,4,3
2022/8/15,CN,Lanzhou,co,61,1,10.9,5.5,46.33,108,6,7,3,8,6
2022/8/15,CN,Lanzhou,dew,54,12,16,14,14.12,150,14,18,7,20,14
2022/8/15,CN,Lanzhou,humidity,72,60,93,82,1159.15,0,66,101,41,109,66
2022/8/15,CN,Lanzhou,no2,71,5.5,36.6,13.8,505.04,149,14,18,7,20,14
2022/8/15,CN,Lanzhou,o3,71,5.7,69.5,23.6,2474.54,198,24,30,12,34,24
2022/8/15,CN,Lanzhou,pm10,71,26,60,40,655.61,334,40,50,20,57,40
2022/8/15,CN,Lanzhou,pm25,71,30,117,80,2627.59,0,65,100,40,107,65
2022/8/15,CN,Lanzhou,pressure,72,1018,1022,1020,19,0,228,0,0,0,0
2022/8/15,CN,Lanzhou,so2,65,2.6,19.8,6.1,163.51,111,7,8,4,9,7
2022/8/15,CN,Lanzhou,temperature,72,16,21,17,29,165,17,22,9,25,17
2022/8/15,CN,Lanzhou,windspeed,69,0.5,3.6,1.5,10.95,38,2,2,1,3,2
2022/8/16,CN,Lanzhou,co,68,1,10.9,5.5,43.14,108,6,7,3,8,6
