Date,Country,City,Specie,count,min,max,median,variance,IAQI_CO,IAQI_SO2,IAQI_NO2,IAQI_O3,IAQI_PM25,IAQI_PM10
2022/4/8,CN,Lanzhou,temperature,72,5,22,13,379.28,145,13,17,7,19,13
2022/4/8,CN,Lanzhou,wind-gust,3,7.7,7.7,7.7,0,119,8,10,4,11,8
2022/4/8,CN,Lanzhou,windspeed,72,0.5,5.6,2.5,27.46,63,3,4,2,4,3
2022/4/9,CN,Lanzhou,co,70,1.9,16.3,7.3,121.31,117,8,10,4,11,8
2022/4/9,CN,Lanzhou,dew,72,-18,-10,-13,54.77,-325,-13,-17,-7,-19,-13
2022/4/9,CN,Lanzhou,humidity,72,5,32,14,761.97,150,14,18,7,20,14
2022/4/9,CN,Lanzhou,no2,72,2.3,61.1,29.8,1947.12,249,30,38,15,43,30
2022/4/9,CN,Lanzhou,o3,71,0.9,61,9.8,4283.03,129,10,13,5,14,10
2022/4/9,CN,Lanzhou,pm10,72,40,109,81,3267.02,0,66,101,41,108,66
2022/4/9,CN,Lanzhou,pm25,72,38,155,95,7755.49,0,73,108,48,125,73
2022/4/9,CN,Lanzhou,pressure,72,1009,1019,1016,125.92,0,227,0,0,0,0
2022/4/9,CN,Lanzhou,so2,71,2.6,42.6,6.1,920,111,7,8,4,9,7
2022/4/9,CN,Lanzhou,temperature,72,3,24,14,520.78,150,14,18,7,20,14
2022/4/9,CN,Lanzhou,windspeed,72,0.5,5.6,2.5,20.67,63,3,4,2,4,3
2022/4/10,CN,Lanzhou,co,72,1.9,19,6.4,152.87,112,7,8,4,10,7
2022/4/10,CN,Lanzhou,dew,72,-18,-10,-15,34.58,-375,-15,-19,-8,-22,-15
2022/4/10,CN,Lanzhou,humidity,72,4,21,12,239.15,140,12,15,6,18,12
2022/4/10,CN,Lanzhou,no2,72,3.2,60.6,30.2,2124.36,252,31,38,16,44,31
2022/4/10,CN,Lanzhou,o3,65,0.9,61,13.5,4322.43,148,14,17,7,20,14
2022/4/10,CN,Lanzhou,pm10,72,50,112,74,2564.46,0,62,93,37,99,62
2022/4/10,CN,Lanzhou,pm25,72,38,156,93,7462.18,0,72,107,47,123,72
2022/4/10,CN,Lanzhou,pressure,72,1009,1014,1012,27.61,0,227,0,0,0,0
2022/4/10,CN,Lanzhou,so2,71,3.6,36,7.1,588.6,116,8,9,4,11,8
2022/4/10,CN,Lanzhou,temperature,72,5,25,16,397.59,160,16,20,8,23,16
2022/4/10,CN,Lanzhou,windspeed,72,0.5,10.8,2.5,41.05,63,3,4,2,4,3
2022/4/11,CN,Lanzhou,co,45,1,14.5,2.8,100.87,70,3,4,2,4,3
2022/4/11,CN,Lanzhou,dew,72,-17,-8,-13,49.7,-325,-13,-17,-7,-19,-13
2022/4/11,CN,Lanzhou,humidity,72,14,27,19,130.12,175,19,24,10,28,19
2022/4/11,CN,Lanzhou,no2,69,1.9,47.1,5.5,485.89,108,6,7,3,8,6
2022/4/11,CN,Lanzhou,o3,70,4.1,40.7,33.3,380.2,278,34,42,17,48,34
2022/4/11,CN,Lanzhou,pm10,70,99,686,160,189171,0,102,140,100,210,105
2022/4/11,CN,Lanzhou,pm25,70,114,268,163,6347.1,0,102,142,103,213,107
2022/4/11,CN,Lanzhou,pressure,72,1015,1023,1018,55.77,0,228,0,0,0,0
2022/4/11,CN,Lanzhou,so2,64,1.6,22.3,2.6,73.2,65,3,4,2,4,3
2022/4/11,CN,Lanzhou,temperature,72,7,14,10,33.79,130,10,13,5,15,10
2022/4/11,CN,Lanzhou,windspeed,72,0.5,10.8,4.6,53.41,103,5,6,3,7,5
2022/4/12,CN,Lanzhou,co,64,1.9,16.3,3.7,89.9,93,4,5,2,6,4
2022/4/12,CN,Lanzhou,dew,63,-14,-3,-8,140.78,-200,-8,-10,-4,-12,-8
2022/4/12,CN,Lanzhou,humidity,72,18,45,29,572.1,242,29,37,15,42,29
2022/4/12,CN,Lanzhou,no2,72,2.8,32,11.9,809.69,140,12,15,6,17,12
2022/4/12,CN,Lanzhou,o3,72,1.7,44.7,26.9,2170.78,225,27,34,14,39,27
2022/4/12,CN,Lanzhou,pm10,72,89,293,113,7918.49,0,82,117,61,148,82
2022/4/12,CN,Lanzhou,pm25,72,91,195,124,4039.84,0,87,122,70,163,87
2022/4/12,CN,Lanzhou,pressure,72,1015,1022,1019,40.28,0,228,0,0,0,0
2022/4/12,CN,Lanzhou,so2,70,2.1,15.2,6.1,127.98,111,7,8,4,9,7
2022/4/12,CN,Lanzhou,temperature,72,0,16,8,244.15,120,8,10,4,12,8
2022/4/12,CN,Lanzhou,windspeed,72,1.5,12.8,2.5,105.21,63,3,4,2,4,3
2022/4/13,CN,Lanzhou,co,61,1.9,9.1,3.7,24.69,93,4,5,2,6,4
2022/4/13,CN,Lanzhou,dew,72,-6,-1,-3,26.6,-75,-3,-4,-2,-5,-3
2022/4/13,CN,Lanzhou,humidity,72,24,74,45,2688.15,375,45,57,23,63,45
2022/4/13,CN,Lanzhou,no2,68,2.8,26.6,7.4,274.66,117,8,10,4,11,8
2022/4/13,CN,Lanzhou,o3,70,12.6,49.2,35.8,703.31,299,36,45,18,51,36
2022/4/13,CN,Lanzhou,pm10,70,53,144,97,4692.15,0,74,109,49,128,74
2022/4/13,CN,Lanzhou,pm25,69,63,175,109,6407.71,0,80,115,58,143,80
2022/4/13,CN,Lanzhou,pressure,72,1011,1020,1017,71.39,0,228,0,0,0,0
2022/4/13,CN,Lanzhou,so2,68,2.1,16.3,4.6,48.8,103,5,6,3,7,5
2022/4/13,CN,Lanzhou,temperature,72,2,14,7,141.81,115,7,9,4,10,7
2022/4/13,CN,Lanzhou,wind-gust,3,12.8,12.8,12.8,0,144,13,16,7,19,13
2022/4/13,CN,Lanzhou,windspeed,72,1.5,9.7,2.5,65.79,63,3,4,2,4,3
2022/4/14,CN,Lanzhou,co,42,1.9,5.5,3.7,7.77,93,4,5,2,6,4
2022/4/14,CN,Lanzhou,dew,51,-1,3,1,13.06,25,1,2,1,2,1
2022/4/14,CN,Lanzhou,humidity,72,46,100,70,3116.46,0,60,88,35,94,60
2022/4/14,CN,Lanzhou,no2,65,1.9,18.8,5.5,159.24,108,6,7,3,8,6
2022/4/14,CN,Lanzhou,o3,65,22.8,41.9,36.6,229.19,305,37,46,19,52,37
2022/4/14,CN,Lanzhou,pm10,64,24,57,40,491.64,334,40,50,20,57,40
2022/4/14,CN,Lanzhou,pm25,65,38,124,74,3083.4,0,62,93,37,99,62
2022/4/14,CN,Lanzhou,pressure,72,1017,1021,1018,16.06,0,228,0,0,0,0
2022/4/14,CN,Lanzhou,so2,61,2.6,5.6,3.1,4.08,78,4,4,2,5,4
2022/4/14,CN,Lanzhou,temperature,72,3,10,5,67.61,105,5,7,3,8,5
2022/4/14,CN,Lanzhou,windspeed,69,0.5,5.6,2.5,22.34,63,3,4,2,4,3
2022/4/15,CN,Lanzhou,co,36,2.8,6.4,4.6,8.15,103,5,6,3,7,5
2022/4/15,CN,Lanzhou,dew,36,-1,2,1,7.07,25,1,2,1,2,1
2022/4/15,CN,Lanzhou,humidity,72,53,80,70,518.86,0,60,88,35,94,60
2022/4/15,CN,Lanzhou,no2,72,5.5,17.4,9.2,64,126,10,12,5,14,10
2022/4/15,CN,Lanzhou,o3,72,13.5,28.5,23.2,123.32,196,24,29,12,34,24
2022/4/15,CN,Lanzhou,pm10,70,16,44,31,430.88,259,31,39,16,45,31
2022/4/15,CN,Lanzhou,pm25,72,34,93,63,1229.79,0,57,79,32,85,57
2022/4/15,CN,Lanzhou,pressure,72,1016,1020,1019,13.93,0,228,0,0,0,0
2022/4/15,CN,Lanzhou,so2,28,1.6,2.6,2.1,1.34,53,3,3,2,3,3
2022/4/15,CN,Lanzhou,temperature,72,5,9,6,13.08,110,6,8,3,9,6
2022/4/15,CN,Lanzhou,windspeed,72,1.5,4.6,2.5,9.5,63,3,4,2,4,3
2022/4/16,CN,Lanzhou,co,49,2.8,5.5,4.6,4.7,103,5,6,3,7,5
2022/4/16,CN,Lanzhou,dew,54,-3,1,-1,12.99,-25,-1,-2,-1,-2,-1
2022/4/16,CN,Lanzhou,humidity,72,37,86,56,1763.93,467,53,70,28,77,53
2022/4/16,CN,Lanzhou,no2,72,4.6,17.9,9.2,85.73,126,10,12,5,14,10
2022/4/16,CN,Lanzhou,o3,72,13.5,46.3,24.8,784.72,207,25,31,13,36,25
2022/4/16,CN,Lanzhou,pm10,71,17,85,35,3113.46,292,35,44,18,50,35
2022/4/16,CN,Lanzhou,pm25,72,38,134,68,4454.07,0,59,85,34,92,59
2022/4/16,CN,Lanzhou,pressure,72,1014,1020,1018,30.99,0,228,0,0,0,0
2022/4/16,CN,Lanzhou,so2,49,1.6,6.1,3.1,7.99,78,4,4,2,5,4
2022/4/16,CN,Lanzhou,temperature,72,0,13,6,158.43,110,6,8,3,9,6
2022/4/16,CN,Lanzhou,windspeed,72,0.5,9.7,2.5,71.4,63,3,4,2,4,3
2022/4/17,CN,Lanzhou,co,49,1.9,4.6,2.8,5.4,70,3,4,2,4,3
2022/4/17,CN,Lanzhou,dew,72,-9,0,-3,86.13,-75,-3,-4,-2,-5,-3
2022/4/17,CN,Lanzhou,humidity,72,25,86,49,4380.41,409,49,62,25,68,49
2022/4/17,CN,Lanzhou,no2,62,2.8,23.8,6.4,183,112,7,8,4,10,7
2022/4/17,CN,Lanzhou,o3,62,19.5,49.2,37.4,311.63,312,38,47,19,53,38
2022/4/17,CN,Lanzhou,pm10,63,40,532,91,112430,0,71,106,46,120,71
2022/4/17,CN,Lanzhou,pm25,63,70,195,107,10391.7,0,79,114,56,140,79
2022/4/17,CN,Lanzhou,pressure,72,1021,1027,1023,28.29,0,228,0,0,0,0
2022/4/17,CN,Lanzhou,so2,56,1.1,6.6,2.6,8.36,65,3,4,2,4,3
2022/4/17,CN,Lanzhou,temperature,72,2,10,5,89.56,105,5,7,3,8,5
2022/4/17,CN,Lanzhou,wind-gust,3,7.7,7.7,7.7,0,119,8,10,4,11,8
2022/4/17,CN,Lanzhou,windspeed,72,0.5,11.8,2.5,80.68,63,3,4,2,4,3
2022/4/18,CN,Lanzhou,co,46,1.9,15.4,3.7,82.66,93,4,5,2,6,4
2022/4/18,CN,Lanzhou,dew,39,-12,-6,-10,37.17,-250,-10,-13,-5,-15,-10
2022/4/18,CN,Lanzhou,humidity,69,17,73,33,3144.36,275,33,42,17,48,33
2022/4/18,CN,Lanzhou,no2,68,2.8,29.3,7.4,638.27,117,8,10,4,11,8
2022/4/18,CN,Lanzhou,o3,67,4.5,51.9,38.6,1711.4,322,39,49,20,55,39
2022/4/18,CN,Lanzhou,pm10,70,44,167,72,7495.19,0,61,90,36,97,61
2022/4/18,CN,Lanzhou,pm25,69,46,168,99,8507.54,0,75,110,50,130,75
2022/4/18,CN,Lanzhou,pressure,69,1022,1028,1027,46.96,0,229,0,0,0,0
2022/4/18,CN,Lanzhou,so2,61,2.1,12.7,3.1,46.68,78,4,4,2,5,4
2022/4/18,CN,Lanzhou,temperature,69,-3,13,7,254.96,115,7,9,4,10,7
2022/4/18,CN,Lanzhou,windspeed,66,0.5,5.6,1.5,23.36,38,2,2,1,3,2
2022/4/19,CN,Lanzhou,co,60,1,8.2,4.6,29.6,103,5,6,3,7,5
2022/4/19,CN,Lanzhou,dew,72,-12,-1,-7,122.25,-175,-7,-9,-4,-10,-7
2022/4/19,CN,Lanzhou,humidity,72,19,65,29,1536.55,242,29,37,15,42,29
2022/4/19,CN,Lanzhou,no2,69,2.8,35.7,15.6,1116.77,158,16,20,8,23,16
2022/4/19,CN,Lanzhou,o3,68,1.7,49.6,24,2463.63,200,24,30,12,35,24
2022/4/19,CN,Lanzhou,pm10,69,36,124,57,2509.31,475,54,72,29,78,54
2022/4/19,CN,Lanzhou,pm25,70,53,163,80,4970.06,0,65,100,40,107,65
2022/4/19,CN,Lanzhou,pressure,72,1019,1026,1023,48.57,0,228,0,0,0,0
2022/4/19,CN,Lanzhou,so2,61,2.1,13.7,3.6,52.2,90,4,5,2,6,4
2022/4/19,CN,Lanzhou,temperature,72,4,13,7,70.4,115,7,9,4,10,7
2022/4/19,CN,Lanzhou,wind-gust,3,12.8,12.8,12.8,0,144,13,16,7,19,13
2022/4/19,CN,Lanzhou,windspeed,69,0.5,6.6,2.5,28.69,63,3,4,2,4,3
2022/4/20,CN,Lanzhou,co,71,1,18.1,9.1,150.45,126,10,12,5,13,10
2022/4/20,CN,Lanzhou,dew,69,-22,-7,-12,279.9,-300,-12,-15,-6,-18,-12
2022/4/20,CN,Lanzhou,humidity,72,4,68,16,6449.3,160,16,20,8,23,16
2022/4/20,CN,Lanzhou,no2,71,4.6,50.9,28.8,1050.56,240,29,36,15,42,29
2022/4/20,CN,Lanzhou,o3,70,0.5,81.2,17.9,4805.61,170,18,23,9,26,18
2022/4/20,CN,Lanzhou,pm10,70,30,93,66,2660.62,0,58,83,33,89,58
2022/4/20,CN,Lanzhou,pm25,70,50,165,91,5144.2,0,71,106,46,120,71
2022/4/20,CN,Lanzhou,pressure,72,1007,1019,1013,125.9,0,227,0,0,0,0
2022/4/20,CN,Lanzhou,so2,67,2.6,18.8,5.6,150.81,108,6,7,3,8,6
2022/4/20,CN,Lanzhou,temperature,72,-4,22,11,918.31,135,11,14,6,16,11
2022/4/20,CN,Lanzhou,windspeed,72,1.5,7.7,2.5,25.44,63,3,4,2,4,3
2022/4/21,CN,Lanzhou,co,62,1.9,15.4,5.5,105.35,108,6,7,3,8,6
2022/4/21,CN,Lanzhou,dew,63,-16,-10,-13,25.3,-325,-13,-17,-7,-19,-13
2022/4/21,CN,Lanzhou,humidity,72,8,30,15,445.76,155,15,19,8,22,15
2022/4/21,CN,Lanzhou,no2,72,3.7,47.6,18.3,1428.02,172,19,23,10,27,19
2022/4/21,CN,Lanzhou,o3,71,1.7,55.2,26.4,3238.5,220,27,33,14,38,27
2022/4/21,CN,Lanzhou,pm10,71,54,250,104,28578,0,77,112,54,137,77
2022/4/21,CN,Lanzhou,pm25,72,70,195,119,11005.6,0,85,120,66,156,85
2022/4/21,CN,Lanzhou,pressure,72,1010,1016,1012,32.1,0,227,0,0,0,0
2022/4/21,CN,Lanzhou,so2,69,2.6,37.5,4.6,448.02,103,5,6,3,7,5
2022/4/21,CN,Lanzhou,temperature,72,5,19,14,239.14,150,14,18,7,20,14
2022/4/21,CN,Lanzhou,windspeed,72,1.5,8.7,3.6,40.45,90,4,5,2,6,4
2022/4/22,CN,Lanzhou,co,51,2.8,9.1,6.4,35.7,112,7,8,4,10,7
2022/4/22,CN,Lanzhou,dew,69,-13,-2,-7,130.51,-175,-7,-9,-4,-10,-7
2022/4/22,CN,Lanzhou,humidity,72,14,28,20,154.63,180,20,25,10,29,20
2022/4/22,CN,Lanzhou,no2,72,5.5,36.2,16.5,896.37,163,17,21,9,24,17
2022/4/22,CN,Lanzhou,o3,72,1.3,63.6,26.9,3737.8,225,27,34,14,39,27
2022/4/22,CN,Lanzhou,pm10,72,87,188,143,10763.4,0,97,132,86,190,97
2022/4/22,CN,Lanzhou,pm25,72,102,197,153,4662.16,0,101,137,95,203,102
2022/4/22,CN,Lanzhou,pressure,72,1013,1018,1016,23.5,0,227,0,0,0,0
2022/4/22,CN,Lanzhou,so2,69,1.6,18.8,4.1,155.23,101,5,6,3,6,5
2022/4/22,CN,Lanzhou,temperature,72,8,20,16,192.24,160,16,20,8,23,16
2022/4/22,CN,Lanzhou,windspeed,72,0.5,4.6,2.5,10.73,63,3,4,2,4,3
2022/4/23,CN,Lanzhou,co,61,1,13.6,5.5,69.48,108,6,7,3,8,6
2022/4/23,CN,Lanzhou,dew,69,-13,1,-1,147.24,-25,-1,-2,-1,-2,-1
2022/4/23,CN,Lanzhou,humidity,72,10,52,26,1858.31,217,26,33,13,38,26
2022/4/23,CN,Lanzhou,no2,72,2.3,32,12.4,656.35,142,13,16,7,18,13
2022/4/23,CN,Lanzhou,o3,72,4.9,66.2,36.2,2480.83,302,37,46,19,52,37
2022/4/23,CN,Lanzhou,pm10,68,66,166,99,2851.03,0,75,110,50,130,75
2022/4/23,CN,Lanzhou,pm25,69,78,199,132,8250.87,0,91,126,77,175,91
2022/4/23,CN,Lanzhou,pressure,72,1009,1017,1014,48.43,0,227,0,0,0,0
2022/4/23,CN,Lanzhou,so2,65,2.1,17.3,4.1,86.46,101,5,6,3,6,5
2022/4/23,CN,Lanzhou,temperature,72,7,23,16,274.58,160,16,20,8,23,16
2022/4/23,CN,Lanzhou,wind-gust,9,11.8,15.9,15.9,42.03,160,16,20,8,23,16
2022/4/23,CN,Lanzhou,windspeed,72,0.5,10.8,2.5,131.15,63,3,4,2,4,3
2022/4/24,CN,Lanzhou,co,63,1,11.8,4.6,51.95,103,5,6,3,7,5
2022/4/24,CN,Lanzhou,dew,60,-8,3,-5,145.7,-125,-5,-7,-3,-8,-5
2022/4/24,CN,Lanzhou,humidity,72,14,61,24,3322.54,200,24,30,12,35,24
2022/4/24,CN,Lanzhou,no2,71,2.3,22.9,7.4,234.62,117,8,10,4,11,8
2022/4/24,CN,Lanzhou,o3,72,24,56.5,42.7,590.73,356,43,54,22,60,43
2022/4/24,CN,Lanzhou,pm10,70,27,72,52,1122.21,434,51,65,26,72,51
2022/4/24,CN,Lanzhou,pm25,72,30,158,85,6706.81,0,68,103,43,113,68
2022/4/24,CN,Lanzhou,pressure,72,1013,1019,1017,51.95,0,228,0,0,0,0
2022/4/24,CN,Lanzhou,so2,68,2.1,13.2,3.1,66.25,78,4,4,2,5,4
2022/4/24,CN,Lanzhou,temperature,72,10,21,15,147.45,155,15,19,8,22,15
2022/4/24,CN,Lanzhou,windspeed,72,1.5,6.6,2.5,29.88,63,3,4,2,4,3
2022/4/25,CN,Lanzhou,co,61,1,27.2,7.3,346.45,117,8,10,4,11,8
2022/4/25,CN,Lanzhou,dew,69,-7,-2,-4,17.19,-100,-4,-5,-2,-6,-4
2022/4/25,CN,Lanzhou,humidity,72,12,51,26,1395.99,217,26,33,13,38,26
2022/4/25,CN,Lanzhou,no2,70,3.7,36.6,18.8,1163.23,174,19,24,10,27,19
2022/4/25,CN,Lanzhou,o3,69,0.9,110.6,33.3,5889.67,278,34,42,17,48,34
2022/4/25,CN,Lanzhou,pm10,69,14,183,66,5597.8,0,58,83,33,89,58
2022/4/25,CN,Lanzhou,pm25,70,30,163,91,11456.8,0,71,106,46,120,71
2022/4/25,CN,Lanzhou,pressure,72,1012,1016,1014,10.92,0,227,0,0,0,0
2022/4/25,CN,Lanzhou,so2,69,2.6,51.4,5.1,488.49,106,6,7,3,8,6
2022/4/25,CN,Lanzhou,temperature,72,4,24,15,406.41,155,15,19,8,22,15
2022/4/25,CN,Lanzhou,wind-gust,3,8.7,8.7,8.7,0,124,9,11,5,13,9
2022/4/25,CN,Lanzhou,windspeed,72,0.5,7.7,2.5,38.24,63,3,4,2,4,3
2022/4/26,CN,Lanzhou,co,67,2.8,44.3,5.5,606.12,108,6,7,3,8,6
2022/4/26,CN,Lanzhou,dew,69,-5,0,-3,19.83,-75,-3,-4,-2,-5,-3
2022/4/26,CN,Lanzhou,humidity,72,13,48,24,1452.66,200,24,30,12,35,24
2022/4/26,CN,Lanzhou,no2,72,4.6,36.2,17.4,786.24,167,18,22,9,25,18
2022/4/26,CN,Lanzhou,o3,71,1.3,75.3,32.9,4055.44,275,33,42,17,47,33
2022/4/26,CN,Lanzhou,pm10,71,36,94,60,1496.5,0,55,75,30,82,55
2022/4/26,CN,Lanzhou,pm25,72,42,154,87,5363.08,0,69,104,44,115,69
2022/4/26,CN,Lanzhou,pressure,72,1008,1016,1014,77.31,0,227,0,0,0,0
2022/4/26,CN,Lanzhou,so2,70,2.1,35.5,5.6,838.77,108,6,7,3,8,6
2022/4/26,CN,Lanzhou,temperature,72,6,25,17,476.18,165,17,22,9,25,17
2022/4/26,CN,Lanzhou,windspeed,66,0.5,5.6,3.6,22.41,90,4,5,2,6,4
2022/4/27,CN,Lanzhou,co,49,2.8,8.2,3.7,20.92,93,4,5,2,6,4
2022/4/27,CN,Lanzhou,dew,63,-9,0,-3,82.58,-75,-3,-4,-2,-5,-3
2022/4/27,CN,Lanzhou,humidity,72,20,61,42,1709.3,350,42,53,21,59,42
2022/4/27,CN,Lanzhou,no2,70,2.8,24.3,6.9,207.18,115,7,9,4,10,7
2022/4/27,CN,Lanzhou,o3,71,17.9,39,31.7,125.38,265,32,40,16,46,32
2022/4/27,CN,Lanzhou,pm10,72,52,999,166,1051080,0,103,143,106,216,108
2022/4/27,CN,Lanzhou,pm25,72,72,417,174,70816.3,0,104,147,113,224,112
2022/4/27,CN,Lanzhou,pressure,72,1013,1023,1020,112.8,0,228,0,0,0,0
2022/4/27,CN,Lanzhou,so2,62,1.6,15.2,3.1,51.96,78,4,4,2,5,4
2022/4/27,CN,Lanzhou,temperature,72,7,17,9,70.92,125,9,12,5,13,9
2022/4/27,CN,Lanzhou,windspeed,72,1.5,8.7,5.6,63.66,108,6,7,3,8,6
2022/4/28,CN,Lanzhou,co,64,2.8,17.2,5.5,143.9,108,6,7,3,8,6
2022/4/28,CN,Lanzhou,dew,69,-8,-1,-4,46.46,-100,-4,-5,-2,-6,-4
2022/4/28,CN,Lanzhou,humidity,72,16,80,28,5107.54,234,28,35,14,40,28
2022/4/28,CN,Lanzhou,no2,69,4.6,26.6,13.8,463.67,149,14,18,7,20,14
2022/4/28,CN,Lanzhou,o3,69,2.5,48,31.7,2360.51,265,32,40,16,46,32
2022/4/28,CN,Lanzhou,pm10,68,102,176,129,2393.9,0,90,125,75,170,90
2022/4/28,CN,Lanzhou,pm25,68,109,194,160,3487.03,0,102,140,100,210,105
2022/4/28,CN,Lanzhou,pressure,72,1014,1024,1020,98.87,0,228,0,0,0,0
2022/4/28,CN,Lanzhou,so2,63,1.6,13.7,4.1,102.12,101,5,6,3,6,5
2022/4/28,CN,Lanzhou,temperature,72,0,19,12,433.93,140,12,15,6,18,12
2022/4/28,CN,Lanzhou,windspeed,72,0.5,5.6,2.5,26.34,63,3,4,2,4,3
2022/4/29,CN,Lanzhou,co,54,1.9,9.1,3.7,54.29,93,4,5,2,6,4
2022/4/29,CN,Lanzhou,dew,66,-3,5,1,64.55,25,1,2,1,2,1
2022/4/29,CN,Lanzhou,humidity,72,30,87,56,1755.21,467,53,70,28,77,53
2022/4/29,CN,Lanzhou,no2,72,1.9,24.7,8.7,194.83,124,9,11,5,13,9
2022/4/29,CN,Lanzhou,o3,72,11.8,43.9,28.9,630.2,241,29,37,15,42,29
2022/4/29,CN,Lanzhou,pm10,70,28,102,57,3511.97,475,54,72,29,78,54
2022/4/29,CN,Lanzhou,pm25,72,53,158,112,8165.63,0,81,116,60,147,81
2022/4/29,CN,Lanzhou,pressure,72,1019,1031,1023,110.69,0,228,0,0,0,0
2022/4/29,CN,Lanzhou,so2,54,1.6,9.7,3.1,36.72,78,4,4,2,5,4
2022/4/29,CN,Lanzhou,temperature,72,5,14,8,38.59,120,8,10,4,12,8
2022/4/29,CN,Lanzhou,wind-gust,6,7.7,9.7,7.7,12,119,8,10,4,11,8
2022/4/29,CN,Lanzhou,windspeed,72,1.5,10.8,4.6,72.89,103,5,6,3,7,5
2022/4/30,CN,Lanzhou,co,40,1.9,6.4,2.8,18.51,70,3,4,2,4,3
2022/4/30,CN,Lanzhou,dew,72,-11,1,-6,115.49,-150,-6,-8,-3,-9,-6
2022/4/30,CN,Lanzhou,humidity,72,24,80,38,2975.7,317,38,48,19,54,38
2022/4/30,CN,Lanzhou,no2,69,1.9,27.5,5.5,211.79,108,6,7,3,8,6
2022/4/30,CN,Lanzhou,o3,69,17.9,41.1,32.9,253.87,275,33,42,17,47,33
2022/4/30,CN,Lanzhou,pm10,69,32,70,52,960.67,434,51,65,26,72,51
2022/4/30,CN,Lanzhou,pm25,69,46,127,76,3274.58,0,63,95,38,102,63
2022/4/30,CN,Lanzhou,pressure,72,1029,1032,1031,11.76,0,229,0,0,0,0
2022/4/30,CN,Lanzhou,so2,56,2.1,5.1,3.1,5.74,78,4,4,2,5,4
2022/4/30,CN,Lanzhou,temperature,72,3,9,6,50.55,110,6,8,3,9,6
2022/4/30,CN,Lanzhou,wind-gust,6,7.7,7.7,7.7,0,119,8,10,4,11,8
2022/4/30,CN,Lanzhou,windspeed,72,0.5,4.6,2.5,9.45,63,3,4,2,4,3
2022/5/1,CN,Lanzhou,co,61,2.8,19.9,4.6,181.32,103,5,6,3,7,5
2022/5/1,CN,Lanzhou,dew,66,-11,-2,-8,67.55,-200,-8,-10,-4,-12,-8
2022/5/1,CN,Lanzhou,humidity,72,21,59,39,1694.08,325,39,49,20,55,39
2022/5/1,CN,Lanzhou,no2,72,2.8,33,15.6,805.03,158,16,20,8,23,16
2022/5/1,CN,Lanzhou,o3,72,0.9,54.5,27.3,2674.99,228,28,35,14,39,28
2022/5/1,CN,Lanzhou,pm10,72,28,86,52,1411.27,434,51,65,26,72,51
2022/5/1,CN,Lanzhou,pm25,72,46,129,91,3416.89,0,71,106,46,120,71
2022/5/1,CN,Lanzhou,pressure,72,1025,1032,1029,44.77,0,229,0,0,0,0
2022/5/1,CN,Lanzhou,so2,62,2.1,13.7,3.1,95.14,78,4,4,2,5,4
2022/5/1,CN,Lanzhou,temperature,72,1,13,8,187.32,120,8,10,4,12,8
2022/5/1,CN,Lanzhou,windspeed,72,0.5,6.6,2.5,23.9,63,3,4,2,4,3
2022/5/2,CN,Lanzhou,co,59,1.9,18.1,4.6,117.1,103,5,6,3,7,5
2022/5/2,CN,Lanzhou,dew,69,-12,-1,-4,141.02,-100,-4,-5,-2,-6,-4
2022/5/2,CN,Lanzhou,humidity,72,11,80,28,5417.46,234,28,35,14,40,28
2022/5/2,CN,Lanzhou,no2,72,3.2,46.2,11,678.2,135,11,14,6,16,11
2022/5/2,CN,Lanzhou,o3,71,5.7,55.8,30.9,1651.08,258,31,39,16,45,31
2022/5/2,CN,Lanzhou,pm10,71,11,69,41,1399.71,342,41,52,21,58,41
2022/5/2,CN,Lanzhou,pm25,71,25,117,82,3859.71,0,66,101,41,109,66
2022/5/2,CN,Lanzhou,pressure,72,1022,1029,1027,69.01,0,229,0,0,0,0
2022/5/2,CN,Lanzhou,so2,63,2.1,54.8,5.1,489.28,106,6,7,3,8,6
2022/5/2,CN,Lanzhou,temperature,72,0,18,9,328.73,125,9,12,5,13,9
2022/5/2,CN,Lanzhou,windspeed,72,0.5,4.6,2.5,19.71,63,3,4,2,4,3
2022/5/3,CN,Lanzhou,co,66,1,18.1,6.4,146.11,112,7,8,4,10,7
2022/5/3,CN,Lanzhou,dew,66,-15,-8,-10,60.5,-250,-10,-13,-5,-15,-10
2022/5/3,CN,Lanzhou,humidity,72,6,47,19,1892.11,175,19,24,10,28,19
2022/5/3,CN,Lanzhou,no2,68,2.8,58.9,29.8,2236.47,249,30,38,15,43,30
2022/5/3,CN,Lanzhou,o3,68,0.9,69.5,9.8,5275.8,129,10,13,5,14,10
2022/5/3,CN,Lanzhou,pm10,67,5,86,57,3793.85,475,54,72,29,78,54
2022/5/3,CN,Lanzhou,pm25,67,21,119,82,6141.99,0,66,101,41,109,66
2022/5/3,CN,Lanzhou,pressure,72,1016,1024,1022,83.03,0,228,0,0,0,0
2022/5/3,CN,Lanzhou,so2,61,2.1,33,5.1,392.04,106,6,7,3,8,6
2022/5/3,CN,Lanzhou,temperature,72,1,23,13,572.04,145,13,17,7,19,13
2022/5/3,CN,Lanzhou,windspeed,72,0.5,4.6,2.5,17.7,63,3,4,2,4,3
2022/5/4,CN,Lanzhou,co,68,1,21.7,8.2,232.45,121,9,11,5,12,9
2022/5/4,CN,Lanzhou,dew,72,-13,-8,-9,17.46,-225,-9,-12,-5,-13,-9
